	358.41774891774884	496.5995670995672
	286.6898652203829	445.385943254948
	358.0962424672101	498.1912442396313
	321.08808933002473	490.5343849698688
	289.1845090393477	458.6308046791917
	275.1469337114498	419.0703651187522
	272.5946472881956	348.88248847926263
	282.80379298121227	292.732187167671
	309.60280042538096	262.104750088621
	400.20896845090385	264.65703651187516
	429.56026231832675	299.11290322580635
	434.66483516483504	348.88248847926263
	432.1125487415809	417.79422190712506
	421.9034030485642	461.18309110244587
	392.55210918114136	490.5343849698688
	268.76621765331436	401.204360155973
	266.2139312300602	375.6814959234314
	263.661644806806	346.3302020560085
	250.90021269053523	273.5900389932648
	287.90836582772056	218.7158808933002
	324.91651896490595	189.3645870258773
	402.761254874158	190.64073023750439
	455.0831265508683	253.1717476072314
	449.97855370436	316.9789081885856
	446.1501240694788	347.60634526763556
	446.1501240694788	370.576923076923
	437.2171215880892	398.65207373271886
	356.82009925558305	348.88248847926263
	358.0962424672101	420.34650833037927
	332.57337823466844	415.2419354838709
	379.7906770648705	408.8612194257355
	358.0962424672101	443.31708613966674
	328.7449485997872	449.69780219780216
	342.78252392768513	461.18309110244587
	369.5815313718538	463.7353775257001
	383.61910669975174	447.14551577454796
	356.82009925558305	466.2876639489542
	313.43123006026224	365.4723502304147
	397.6566820276497	365.4723502304147
	294.289081885856	362.92006380716055
	312.15508684863516	342.50177242112716
	333.84952144629557	350.1586316908897
	381.0668202764976	346.3302020560085
